"","word_tokens","nrc","afinn","bing","period"
"687","truce","joy",NA,NA,"2019"
"688","truce","positive",NA,NA,"2019"
"689","truce","trust",NA,NA,"2019"
"690","trade","trust",NA,NA,"2019"
"691","tensions",NA,NA,NA,"2019"
"692","united","positive",1,NA,"2019"
"693","united","trust",1,NA,"2019"
"694","china",NA,NA,NA,"2019"
"695","wave",NA,NA,NA,"2019"
"696","risk","anticipation",-2,"negative","2019"
"697","risk","fear",-2,"negative","2019"
"698","risk","negative",-2,"negative","2019"
"699","appetite",NA,NA,NA,"2019"
"700","hold",NA,NA,NA,"2019"
"701","markets.the",NA,NA,NA,"2019"
"702","mood",NA,NA,NA,"2019"
"703","started",NA,NA,NA,"2019"
"704","improve","anticipation",2,"positive","2019"
"705","improve","joy",2,"positive","2019"
"706","improve","positive",2,"positive","2019"
"707","improve","trust",2,"positive","2019"
"708","mid",NA,NA,NA,"2019"
"709","october",NA,NA,NA,"2019"
"710","meeting",NA,NA,NA,"2019"
"711","uk",NA,NA,NA,"2019"
"712","irish",NA,NA,NA,"2019"
"713","prime","positive",NA,NA,"2019"
"714","ministers",NA,NA,NA,"2019"
"715","10",NA,NA,NA,"2019"
"716","october",NA,NA,NA,"2019"
"717","defused",NA,NA,NA,"2019"
"718","concerns",NA,NA,"negative","2019"
"719","deal","anticipation",NA,NA,"2019"
"720","deal","joy",NA,NA,"2019"
"721","deal","positive",NA,NA,"2019"
"722","deal","surprise",NA,NA,"2019"
"723","deal","trust",NA,NA,"2019"
"724","brexit",NA,NA,NA,"2019"
"725","sterling","anger",NA,NA,"2019"
"726","sterling","anticipation",NA,NA,"2019"
"727","sterling","joy",NA,NA,"2019"
"728","sterling","negative",NA,NA,"2019"
"729","sterling","positive",NA,NA,"2019"
"730","sterling","trust",NA,NA,"2019"
"731","regained",NA,NA,NA,"2019"
"732","ground","trust",NA,NA,"2019"
"733","day",NA,NA,NA,"2019"
"734","announcement","anticipation",NA,NA,"2019"
"735","limited","anger",-1,"negative","2019"
"736","limited","negative",-1,"negative","2019"
"737","limited","sadness",-1,"negative","2019"
"738","phase",NA,NA,NA,"2019"
"739","deal","anticipation",NA,NA,"2019"
"740","deal","joy",NA,NA,"2019"
"741","deal","positive",NA,NA,"2019"
"742","deal","surprise",NA,NA,"2019"
"743","deal","trust",NA,NA,"2019"
"744","china",NA,NA,NA,"2019"
"745","united","positive",1,NA,"2019"
"746","united","trust",1,NA,"2019"
"747","marked","positive",NA,NA,"2019"
"748","inflexion",NA,NA,NA,"2019"
"749","asset",NA,2,NA,"2019"
"750","prices",NA,NA,NA,"2019"
"751","rally",NA,NA,NA,"2019"
"752","spurred",NA,NA,NA,"2019"
"753","tentative",NA,NA,"negative","2019"
"754","clues",NA,NA,NA,"2019"
"755","economic",NA,NA,NA,"2019"
"756","activity",NA,NA,NA,"2019"
"757","countries",NA,NA,NA,"2019"
"758","bottomed",NA,NA,NA,"2019"
"759","manufacturing",NA,NA,NA,"2019"
"760","pmis",NA,NA,NA,"2019"
"761","appeared",NA,NA,NA,"2019"
"762","bounce",NA,NA,NA,"2019"
"763","modestly",NA,NA,NA,"2019"
"764","united","positive",1,NA,"2019"
"765","united","trust",1,NA,"2019"
"766","manufacturing",NA,NA,NA,"2019"
"767","germany",NA,NA,NA,"2019"
"768","improved","positive",2,"positive","2019"
"769","pmis",NA,NA,NA,"2019"
"770","europe",NA,NA,NA,"2019"
"771","aes",NA,NA,NA,"2019"
"772","remained",NA,NA,NA,"2019"
"773","upbeat",NA,NA,"positive","2019"
"774","emes",NA,NA,NA,"2019"
"775","picture",NA,NA,NA,"2019"
"776","mixed",NA,NA,NA,"2019"
"777","regional",NA,NA,NA,"2019"
"778","cleavages",NA,NA,NA,"2019"
"779","conditions",NA,NA,NA,"2019"
"780","appeared",NA,NA,NA,"2019"
"781","improve","anticipation",2,"positive","2019"
"782","improve","joy",2,"positive","2019"
"783","improve","positive",2,"positive","2019"
"784","improve","trust",2,"positive","2019"
"785","asian",NA,NA,NA,"2019"
"786","bellwether",NA,NA,NA,"2019"
"787","chinese",NA,NA,NA,"2019"
"788","taipei",NA,NA,NA,"2019"
"789","survey",NA,NA,NA,"2019"
"790","data",NA,NA,NA,"2019"
"791","korea",NA,NA,NA,"2019"
"792","malaysia",NA,NA,NA,"2019"
"793","lagged",NA,-2,"negative","2019"
"794","latin",NA,NA,NA,"2019"
"795","america",NA,NA,NA,"2019"
"796","brazil",NA,NA,NA,"2019"
"797","continued",NA,NA,NA,"2019"
"798","posting",NA,NA,NA,"2019"
"799","moderate","positive",NA,NA,"2019"
"800","solid","positive",2,"positive","2019"
"801","activity",NA,NA,NA,"2019"
"802","mexico",NA,NA,NA,"2019"
"803","remained",NA,NA,NA,"2019"
"804","dynamic","surprise",NA,"positive","2019"
"805","emerging",NA,NA,NA,"2019"
"806","europe",NA,NA,NA,"2019"
"807","fairly","positive",NA,"positive","2019"
"808","fairly","trust",NA,"positive","2019"
"809","weak",NA,-2,"negative","2019"
"810","united","positive",1,NA,"2019"
"811","united","trust",1,NA,"2019"
"812","concerns",NA,NA,"negative","2019"
"813","earnings",NA,NA,NA,"2019"
"814","dispelled",NA,NA,NA,"2019"
"815","reports",NA,NA,NA,"2019"
"816","line",NA,NA,NA,"2019"
"817","slightly",NA,NA,NA,"2019"
"818","expectations.government",NA,NA,NA,"2019"
"819","bond",NA,NA,NA,"2019"
"820","markets",NA,NA,NA,"2019"
"821","aes",NA,NA,NA,"2019"
"822","reacted",NA,NA,NA,"2019"
"823","initially",NA,NA,NA,"2019"
"824","risk","anticipation",-2,"negative","2019"
"825","risk","fear",-2,"negative","2019"
"826","risk","negative",-2,"negative","2019"
"827","fashion",NA,NA,NA,"2019"
"828","flattening",NA,NA,NA,"2019"
"829","yield",NA,NA,NA,"2019"
"830","curves",NA,NA,NA,"2019"
"831","steepened",NA,NA,NA,"2019"
"832","result","anticipation",NA,NA,"2019"
"833","increases",NA,NA,NA,"2019"
"834","graph",NA,NA,NA,"2019"
"835","2",NA,NA,NA,"2019"
"836","panel",NA,NA,NA,"2019"
"837","united","positive",1,NA,"2019"
"838","united","trust",1,NA,"2019"
"839","upswing",NA,NA,NA,"2019"
"840","driven",NA,NA,NA,"2019"
"841","real","positive",NA,NA,"2019"
"842","real","trust",NA,NA,"2019"
"843","term",NA,NA,NA,"2019"
"844","rates",NA,NA,NA,"2019"
"845","yields",NA,NA,NA,"2019"
"846","treasury",NA,NA,NA,"2019"
"847","inflation","fear",NA,NA,"2019"
"848","inflation","negative",NA,NA,"2019"
"849","protected","trust",1,NA,"2019"
"850","securities","trust",NA,NA,"2019"
"851","tips",NA,NA,NA,"2019"
"852","market",NA,NA,NA,"2019"
"853","gauge",NA,NA,NA,"2019"
"854","real","positive",NA,NA,"2019"
"855","real","trust",NA,NA,"2019"
"856","rates",NA,NA,NA,"2019"
"857","panel",NA,NA,NA,"2019"
"858","blue","sadness",NA,NA,"2019"
"859","line",NA,NA,NA,"2019"
"860","yields",NA,NA,NA,"2019"
"861","10",NA,NA,NA,"2019"
"862","tips",NA,NA,NA,"2019"
"863","steady","surprise",NA,"positive","2019"
"864","steady","trust",NA,"positive","2019"
"865","october",NA,NA,NA,"2019"
"866","possibly",NA,NA,NA,"2019"
"867","signalling",NA,NA,NA,"2019"
"868","investor",NA,NA,NA,"2019"
"869","confidence","fear",2,"positive","2019"
"870","confidence","joy",2,"positive","2019"
"871","confidence","positive",2,"positive","2019"
"872","confidence","trust",2,"positive","2019"
"873","rebound",NA,NA,NA,"2019"
"874","activity",NA,NA,NA,"2019"
"875","term",NA,NA,NA,"2019"
"876","premium",NA,NA,NA,"2019"
"877","embedded",NA,NA,NA,"2019"
"878","yield",NA,NA,NA,"2019"
"879","10",NA,NA,NA,"2019"
"880","treasury",NA,NA,NA,"2019"
"881","nominal",NA,NA,NA,"2019"
"882","benchmark",NA,NA,NA,"2019"
"883","increased",NA,1,NA,"2019"
"884","historical",NA,NA,NA,"2019"
"885","lows",NA,NA,NA,"2019"
"886","stayed",NA,NA,NA,"2019"
"887","negative","negative",-2,"negative","2019"
"888","negative","sadness",-2,"negative","2019"
"889","suggesting",NA,NA,NA,"2019"
"890","upward",NA,NA,NA,"2019"
"891","shift",NA,NA,NA,"2019"
"892","risk","anticipation",-2,"negative","2019"
"893","risk","fear",-2,"negative","2019"
"894","risk","negative",-2,"negative","2019"
"895","appetite",NA,NA,NA,"2019"
"896","explanation",NA,NA,NA,"2019"
"897","panel",NA,NA,NA,"2019"
"898","red",NA,NA,NA,"2019"
"899","line",NA,NA,NA,"2019"
"900","yields",NA,NA,NA,"2019"
"901","sustain",NA,NA,NA,"2019"
"902","upward",NA,NA,NA,"2019"
"903","momentum","anticipation",NA,NA,"2019"
"904","momentum","positive",NA,NA,"2019"
"905","traced",NA,NA,NA,"2019"
"906","gains",NA,2,"positive","2019"
"907","november",NA,NA,NA,"2019"
"908","moved",NA,NA,NA,"2019"
"909","on.sovereign",NA,NA,NA,"2019"
"910","yields",NA,NA,NA,"2019"
"911","emes",NA,NA,NA,"2019"
"912","debt","negative",-2,"negative","2019"
"913","debt","sadness",-2,"negative","2019"
"914","denominated",NA,NA,NA,"2019"
"915","dollars",NA,NA,NA,"2019"
"916","local",NA,NA,NA,"2019"
"917","currency",NA,NA,NA,"2019"
"918","continued",NA,NA,NA,"2019"
"919","downward",NA,NA,NA,"2019"
"920","path",NA,NA,NA,"2019"
"921","dominated",NA,NA,"positive","2019"
"922","graph",NA,NA,NA,"2019"
"923","2",NA,NA,NA,"2019"
"924","fourth",NA,NA,NA,"2019"
"925","panel",NA,NA,NA,"2019"
"926","green","joy",NA,NA,"2019"
"927","green","positive",NA,NA,"2019"
"928","green","trust",NA,NA,"2019"
"929","red",NA,NA,NA,"2019"
"930","solid","positive",2,"positive","2019"
"931","lines","fear",NA,NA,"2019"
"932","eme",NA,NA,NA,"2019"
"933","yields",NA,NA,NA,"2019"
"934","gradually",NA,NA,NA,"2019"
"935","decreasing",NA,NA,NA,"2019"
"936","federal",NA,NA,NA,"2019"
"937","reserve's",NA,NA,NA,"2019"
"938","policy","trust",NA,NA,"2019"
"939","pivot","positive",NA,NA,"2019"
"940","pivot","trust",NA,NA,"2019"
"941","november",NA,NA,NA,"2019"
"942","trend","positive",NA,NA,"2019"
"943","steepened",NA,NA,NA,"2019"
"944","fed",NA,NA,NA,"2019"
"945","chairman","positive",NA,NA,"2019"
"946","chairman","trust",NA,NA,"2019"
"947","june",NA,NA,NA,"2019"
"948","central",NA,NA,NA,"2019"
"949","bank","trust",NA,NA,"2019"
"950","act",NA,NA,NA,"2019"
"951","sustain",NA,NA,NA,"2019"
"952","expansion",NA,NA,NA,"2019"
"953","economic",NA,NA,NA,"2019"
"954","challenges",NA,NA,NA,"2019"
"955","including","positive",NA,NA,"2019"
"956","emerging",NA,NA,NA,"2019"
"957","trade","trust",NA,NA,"2019"
"958","disputes",NA,-2,NA,"2019"
"959","3",NA,NA,NA,"2019"
"960","irrespective",NA,NA,NA,"2019"
"961","patchy",NA,NA,NA,"2019"
"962","evidence",NA,NA,NA,"2019"
"963","economic",NA,NA,NA,"2019"
"964","rebound",NA,NA,NA,"2019"
"965","eme",NA,NA,NA,"2019"
"966","yields",NA,NA,NA,"2019"
"967","lowest","negative",-1,NA,"2019"
"968","lowest","sadness",-1,NA,"2019"
"969","levels",NA,NA,NA,"2019"
"970","2014",NA,NA,NA,"2019"
"971","eme",NA,NA,NA,"2019"
"972","sovereign","trust",NA,NA,"2019"
"973","spreads",NA,NA,NA,"2019"
"974","treasury",NA,NA,NA,"2019"
"975","benchmarks",NA,NA,NA,"2019"
"976","dollar",NA,NA,NA,"2019"
"977","denominated",NA,NA,NA,"2019"
"978","debt","negative",-2,"negative","2019"
"979","debt","sadness",-2,"negative","2019"
"980","narrowed",NA,NA,NA,"2019"
"981","approaching","anticipation",NA,NA,"2019"
"982","post",NA,NA,NA,"2019"
"983","financial",NA,NA,NA,"2019"
"984","crisis","negative",-3,"negative","2019"
"985","gfc",NA,NA,NA,"2019"
"986","lows",NA,NA,NA,"2019"
"987","graph",NA,NA,NA,"2019"
"988","2",NA,NA,NA,"2019"
"989","fourth",NA,NA,NA,"2019"
"990","panel",NA,NA,NA,"2019"
"991","dotted",NA,NA,NA,"2019"
"992","green","joy",NA,NA,"2019"
"993","green","positive",NA,NA,"2019"
"994","green","trust",NA,NA,"2019"
"995","line",NA,NA,NA,"2019"
"996","spreads",NA,NA,NA,"2019"
"997","recently",NA,NA,NA,"2019"
"998","volatile",NA,NA,"negative","2019"
"999","yields",NA,NA,NA,"2019"
"1000","volatility","anger",NA,"negative","2019"
"1001","volatility","anticipation",NA,"negative","2019"
"1002","volatility","fear",NA,"negative","2019"
"1003","volatility","negative",NA,"negative","2019"
"1004","volatility","surprise",NA,"negative","2019"
"1005","stemmed",NA,NA,NA,"2019"
"1006","wide",NA,NA,NA,"2019"
"1007","fluctuations",NA,NA,NA,"2019"
"1008","treasury",NA,NA,NA,"2019"
"1009","benchmarks",NA,NA,NA,"2019"
"1010","eme",NA,NA,NA,"2019"
"1011","yields",NA,NA,NA,"2019"
"1012","patterns",NA,NA,NA,"2019"
"1013","suggested",NA,NA,NA,"2019"
"1014","unusual",NA,NA,"negative","2019"
"1015","reversal","anger",NA,NA,"2019"
"1016","reversal","disgust",NA,NA,"2019"
"1017","reversal","negative",NA,NA,"2019"
"1018","reversal","surprise",NA,NA,"2019"
"1019","swings",NA,NA,NA,"2019"
"1020","market",NA,NA,NA,"2019"
"1021","sentiment",NA,NA,NA,"2019"
"1022","pronounced",NA,NA,NA,"2019"
"1023","effect",NA,NA,NA,"2019"
"1024","pricing",NA,NA,NA,"2019"
"1025","ae",NA,NA,NA,"2019"
"1026","fixed","trust",NA,NA,"2019"
"1027","income","anticipation",NA,NA,"2019"
"1028","income","joy",NA,NA,"2019"
"1029","income","negative",NA,NA,"2019"
"1030","income","positive",NA,NA,"2019"
"1031","income","sadness",NA,NA,"2019"
"1032","income","trust",NA,NA,"2019"
"1033","rising","anticipation",NA,NA,"2019"
"1034","rising","joy",NA,NA,"2019"
"1035","rising","positive",NA,NA,"2019"
"1036","eme",NA,NA,NA,"2019"
"1037","government","fear",NA,NA,"2019"
"1038","government","negative",NA,NA,"2019"
"1039","debt","negative",-2,"negative","2019"
"1040","debt","sadness",-2,"negative","2019"
"1041","surpassed",NA,NA,NA,"2019"
"1042","50",NA,NA,NA,"2019"
"1043","gdp",NA,NA,NA,"2019"
"1044","global",NA,NA,NA,"2019"
"1045","average",NA,NA,NA,"2019"
"1046","surpassing","positive",NA,NA,"2019"
"1047","70",NA,NA,NA,"2019"
"1048","gdp",NA,NA,NA,"2019"
"1049","regions",NA,NA,NA,"2019"
"1050","4",NA,NA,NA,"2019"
"1051","deter",NA,NA,"negative","2019"
"1052","investors",NA,NA,NA,"2019"
"1053","emerging",NA,NA,NA,"2019"
"1054","market",NA,NA,NA,"2019"
"1055","frontier",NA,NA,NA,"2019"
"1056","pre",NA,NA,NA,"2019"
"1057","emerging",NA,NA,NA,"2019"
"1058","market",NA,NA,NA,"2019"
"1059","economies",NA,NA,NA,"2019"
"1060","amounts",NA,NA,NA,"2019"
"1061","debt","negative",-2,"negative","2019"
"1062","debt","sadness",-2,"negative","2019"
"1063","section",NA,NA,NA,"2019"
"1064","october",NA,NA,NA,"2019"
"1065","stock",NA,NA,NA,"2019"
"1066","markets",NA,NA,NA,"2019"
"1067","broke","fear",-1,"negative","2019"
"1068","broke","negative",-1,"negative","2019"
"1069","broke","sadness",-1,"negative","2019"
"1070","range",NA,NA,NA,"2019"
"1071","trading",NA,NA,NA,"2019"
"1072","mid",NA,NA,NA,"2019"
"1073","benchmarks",NA,NA,NA,"2019"
"1074","advanced","positive",1,"positive","2019"
"1075","emerging",NA,NA,NA,"2019"
"1076","market",NA,NA,NA,"2019"
"1077","economies",NA,NA,NA,"2019"
"1078","china",NA,NA,NA,"2019"
"1079","touched","negative",NA,NA,"2019"
"1080","highs",NA,NA,NA,"2019"
"1081","november",NA,NA,NA,"2019"
"1082","graph",NA,NA,NA,"2019"
"1083","3",NA,NA,NA,"2019"
"1084","panel",NA,NA,NA,"2019"
"1085","united","positive",1,NA,"2019"
"1086","united","trust",1,NA,"2019"
"1087","major","positive",NA,NA,"2019"
"1088","stock",NA,NA,NA,"2019"
"1089","indices",NA,NA,NA,"2019"
"1090","reached",NA,1,NA,"2019"
"1091","time","anticipation",NA,NA,"2019"
"1092","peaks",NA,NA,NA,"2019"
"1093","investors",NA,NA,NA,"2019"
"1094","seemingly",NA,NA,NA,"2019"
"1095","convinced","trust",1,NA,"2019"
"1096","economic",NA,NA,NA,"2019"
"1097","trade","trust",NA,NA,"2019"
"1098","outlook",NA,NA,NA,"2019"
"1099","improved","positive",2,"positive","2019"
"1100","forward","positive",NA,NA,"2019"
"1101","gauges",NA,NA,NA,"2019"
"1102","stock",NA,NA,NA,"2019"
"1103","market",NA,NA,NA,"2019"
"1104","volatility","anger",NA,"negative","2019"
"1105","volatility","anticipation",NA,"negative","2019"
"1106","volatility","fear",NA,"negative","2019"
"1107","volatility","negative",NA,"negative","2019"
"1108","volatility","surprise",NA,"negative","2019"
"1109","approached",NA,NA,NA,"2019"
"1110","minima",NA,NA,NA,"2019"
"1111","panel",NA,NA,NA,"2019"
"1112","net",NA,NA,NA,"2019"
"1113","short",NA,NA,NA,"2019"
"1114","speculative","anticipation",-2,NA,"2019"
"1115","positions",NA,NA,NA,"2019"
"1116","vix",NA,NA,NA,"2019"
"1117","futures",NA,NA,NA,"2019"
"1118","reached",NA,1,NA,"2019"
"1119","time","anticipation",NA,NA,"2019"
"1120","investors",NA,NA,NA,"2019"
"1121","renewed",NA,NA,"positive","2019"
"1122","appetite",NA,NA,NA,"2019"
"1123","risk","anticipation",-2,"negative","2019"
"1124","risk","fear",-2,"negative","2019"
"1125","risk","negative",-2,"negative","2019"
"1126","panel",NA,NA,NA,"2019"
"1127","improved","positive",2,"positive","2019"
"1128","sentiment",NA,NA,NA,"2019"
"1129","emes",NA,NA,NA,"2019"
"1130","carried",NA,NA,NA,"2019"
"1131","option","positive",NA,NA,"2019"
"1132","markets",NA,NA,NA,"2019"
"1133","investors",NA,NA,NA,"2019"
"1134","moved",NA,NA,NA,"2019"
"1135","positions",NA,NA,NA,"2019"
"1136","protect","positive",1,"positive","2019"
"1137","downside",NA,-2,"negative","2019"
"1138","risk","anticipation",-2,"negative","2019"
"1139","risk","fear",-2,"negative","2019"
"1140","risk","negative",-2,"negative","2019"
"1141","fourth",NA,NA,NA,"2019"
"1142","panel",NA,NA,NA,"2019"
"1143","contrast",NA,NA,NA,"2019"
"1144","restrained","fear",NA,NA,"2019"
"1145","response",NA,NA,NA,"2019"
"1146","chinese",NA,NA,NA,"2019"
"1147","stock",NA,NA,NA,"2019"
"1148","markets",NA,NA,NA,"2019"
"1149","limited","anger",-1,"negative","2019"
"1150","limited","negative",-1,"negative","2019"
"1151","limited","sadness",-1,"negative","2019"
"1152","evidence",NA,NA,NA,"2019"
"1153","rebound",NA,NA,NA,"2019"
"1154","global",NA,NA,NA,"2019"
"1155","activity",NA,NA,NA,"2019"
"1156","begged",NA,NA,NA,"2019"
"1157","question","positive",NA,NA,"2019"
"1158","stock",NA,NA,NA,"2019"
"1159","prices",NA,NA,NA,"2019"
"1160","running",NA,NA,NA,"2019"
"1161","ahead","positive",NA,NA,"2019"
"1162","markets.corporate",NA,NA,NA,"2019"
"1163","spreads",NA,NA,NA,"2019"
"1164","tightened",NA,NA,NA,"2019"
"1165","credit","positive",NA,NA,"2019"
"1166","credit","trust",NA,NA,"2019"
"1167","rating","anger",NA,NA,"2019"
"1168","rating","fear",NA,NA,"2019"
"1169","rating","negative",NA,NA,"2019"
"1170","rating","sadness",NA,NA,"2019"
"1171","categories",NA,NA,NA,"2019"
"1172","investment",NA,NA,NA,"2019"
"1173","grade",NA,NA,NA,"2019"
"1174","united","positive",1,NA,"2019"
"1175","united","trust",1,NA,"2019"
"1176","europe",NA,NA,NA,"2019"
"1177","graph",NA,NA,NA,"2019"
"1178","4",NA,NA,NA,"2019"
"1179","left",NA,NA,NA,"2019"
"1180","hand",NA,NA,NA,"2019"
"1181","panel",NA,NA,NA,"2019"
"1182","eme",NA,NA,NA,"2019"
"1183","corporate",NA,NA,NA,"2019"
"1184","debt","negative",-2,"negative","2019"
"1185","debt","sadness",-2,"negative","2019"
"1186","centre",NA,NA,NA,"2019"
"1187","panel",NA,NA,NA,"2019"
"1188","yellow",NA,NA,NA,"2019"
"1189","line",NA,NA,NA,"2019"
"1190","rallied",NA,NA,NA,"2019"
"1191","october",NA,NA,NA,"2019"
"1192","spreads",NA,NA,NA,"2019"
"1193","approached",NA,NA,NA,"2019"
"1194","minima",NA,NA,NA,"2019"
"1195","broadly",NA,NA,NA,"2019"
"1196","stable","positive",2,"positive","2019"
"1197","stable","trust",2,"positive","2019"
"1198","past",NA,NA,NA,"2019"
"1199","corporate",NA,NA,NA,"2019"
"1200","debt","negative",-2,"negative","2019"
"1201","debt","sadness",-2,"negative","2019"
"1202","emes",NA,NA,NA,"2019"
"1203","remained",NA,NA,NA,"2019"
"1204","credit","positive",NA,NA,"2019"
"1205","credit","trust",NA,NA,"2019"
"1206","financial",NA,NA,NA,"2019"
"1207","corporates",NA,NA,NA,"2019"
"1208","100",NA,NA,NA,"2019"
"1209","gdp",NA,NA,NA,"2019"
"1210","corporate",NA,NA,NA,"2019"
"1211","bond",NA,NA,NA,"2019"
"1212","spreads",NA,NA,NA,"2019"
"1213","continued",NA,NA,NA,"2019"
"1214","sensitive",NA,NA,"positive","2019"
"1215","developments",NA,NA,NA,"2019"
"1216","trade","trust",NA,NA,"2019"
"1217","tensions",NA,NA,NA,"2019"
"1218","european",NA,NA,NA,"2019"
"1219","yield",NA,NA,NA,"2019"
"1220","spreads",NA,NA,NA,"2019"
"1221","tightened",NA,NA,NA,"2019"
"1222","october",NA,NA,NA,"2019"
"1223","widening",NA,NA,NA,"2019"
"1224","september",NA,NA,NA,"2019"
"1225","disappointing","negative",-2,"negative","2019"
"1226","disappointing","sadness",-2,"negative","2019"
"1227","economic",NA,NA,NA,"2019"
"1228","data",NA,NA,NA,"2019"
"1229","simmering","anticipation",NA,NA,"2019"
"1230","trade","trust",NA,NA,"2019"
"1231","tensions",NA,NA,NA,"2019"
"1232","spreads",NA,NA,NA,"2019"
"1233","stayed",NA,NA,NA,"2019"
"1234","slightly",NA,NA,NA,"2019"
"1235","troughs",NA,NA,NA,"2019"
"1236","reached",NA,1,NA,"2019"
"1237","earlier",NA,NA,NA,"2019"
"1238","term",NA,NA,NA,"2019"
"1239","averages",NA,NA,NA,"2019"
"1240","centre",NA,NA,NA,"2019"
"1241","panel",NA,NA,NA,"2019"
"1242","blue","sadness",NA,NA,"2019"
"1243","red",NA,NA,NA,"2019"
"1244","lines","fear",NA,NA,"2019"
"1245","balance","positive",NA,NA,"2019"
"1246","financial",NA,NA,NA,"2019"
"1247","conditions",NA,NA,NA,"2019"
"1248","eased",NA,NA,"positive","2019"
"1249","united","positive",1,NA,"2019"
"1250","united","trust",1,NA,"2019"
"1251","europe",NA,NA,NA,"2019"
"1252","graph",NA,NA,NA,"2019"
"1253","4",NA,NA,NA,"2019"
"1254","hand",NA,NA,NA,"2019"
"1255","panel",NA,NA,NA,"2019"
"1256","exception",NA,NA,NA,"2019"
"1257","temporary",NA,NA,NA,"2019"
"1258","trade","trust",NA,NA,"2019"
"1259","tension","anger",-1,"negative","2019"
"1260","induced",NA,NA,NA,"2019"
"1261","deterioration","anger",NA,"negative","2019"
"1262","deterioration","disgust",NA,"negative","2019"
"1263","deterioration","fear",NA,"negative","2019"
"1264","deterioration","negative",NA,"negative","2019"
"1265","deterioration","sadness",NA,"negative","2019"
"1266","financial",NA,NA,NA,"2019"
"1267","conditions",NA,NA,NA,"2019"
"1268","improving","positive",2,"positive","2019"
"1269","beginning",NA,NA,NA,"2019"
"1270","2019",NA,NA,NA,"2019"
"1271","united","positive",1,NA,"2019"
"1272","united","trust",1,NA,"2019"
"1273","levels",NA,NA,NA,"2019"
"1274","similar",NA,NA,NA,"2019"
"1275","market",NA,NA,NA,"2019"
"1276","volatility","anger",NA,"negative","2019"
"1277","volatility","anticipation",NA,"negative","2019"
"1278","volatility","fear",NA,"negative","2019"
